date,team,index_score,month,league,City
2021-11-20,St. Louis Blues,-1,2021-11-01,nhl,St. Louis
2021-11-20,Tampa Bay Lightning,-1,2021-11-01,nhl,Tampa Bay
2021-11-20,Toronto Maple Leafs,-1,2021-11-01,nhl,Toronto
2021-11-20,Vegas Golden Knights,1,2021-11-01,nhl,Vegas
2021-11-20,Washington Capitals,1,2021-11-01,nhl,Washington
2021-11-21,Arizona Coyotes,1,2021-11-01,nhl,Arizona
2021-11-21,Boston Bruins,-1,2021-11-01,nhl,Boston
2021-11-21,Buffalo Sabres,-1,2021-11-01,nhl,Buffalo
2021-11-21,Calgary Flames,1,2021-11-01,nhl,Calgary
2021-11-21,Chicago Blackhawks,1,2021-11-01,nhl,Chicago
2021-11-21,Los Angeles Kings,-1,2021-11-01,nhl,Los Angeles
2021-11-21,Minnesota Wild,-1,2021-11-01,nhl,Minnesota
2021-11-21,New York Islanders,-1,2021-11-01,nhl,New York
2021-11-21,New York Rangers,1,2021-11-01,nhl,New York
2021-11-21,Seattle Kraken,1,2021-11-01,nhl,Seattle
2021-11-21,Tampa Bay Lightning,1,2021-11-01,nhl,Tampa Bay
2021-11-21,Toronto Maple Leafs,1,2021-11-01,nhl,Toronto
2021-11-21,Vancouver Canucks,-1,2021-11-01,nhl,Vancouver
2021-11-21,Washington Capitals,-1,2021-11-01,nhl,Washington
2021-11-22,Anaheim Ducks,-1,2021-11-01,nhl,Anaheim
2021-11-22,Buffalo Sabres,-1,2021-11-01,nhl,Buffalo
2021-11-22,Carolina Hurricanes,-1,2021-11-01,nhl,Carolina
2021-11-22,Colorado Avalanche,1,2021-11-01,nhl,Colorado
2021-11-22,Columbus Blue Jackets,1,2021-11-01,nhl,Columbus
2021-11-22,Nashville Predators,1,2021-11-01,nhl,Nashville
2021-11-22,Ottawa Senators,-1,2021-11-01,nhl,Ottawa
2021-11-22,Pittsburgh Penguins,1,2021-11-01,nhl,Pittsburgh
2021-11-22,San Jose Sharks,1,2021-11-01,nhl,San Jose
2021-11-22,St. Louis Blues,1,2021-11-01,nhl,St. Louis
2021-11-22,Vegas Golden Knights,-1,2021-11-01,nhl,Vegas
2021-11-22,Winnipeg Jets,-1,2021-11-01,nhl,Winnipeg
2021-11-23,Calgary Flames,1,2021-11-01,nhl,Calgary
2021-11-23,Chicago Blackhawks,-1,2021-11-01,nhl,Chicago
2021-11-23,Dallas Stars,1,2021-11-01,nhl,Dallas
2021-11-23,Edmonton Oilers,-1,2021-11-01,nhl,Edmonton
2021-11-23,Philadelphia Flyers,-1,2021-11-01,nhl,Philadelphia
2021-11-23,Tampa Bay Lightning,1,2021-11-01,nhl,Tampa Bay
2021-11-24,Anaheim Ducks,-1,2021-11-01,nhl,Anaheim
2021-11-24,Arizona Coyotes,-1,2021-11-01,nhl,Arizona
2021-11-24,Boston Bruins,1,2021-11-01,nhl,Boston
2021-11-24,Buffalo Sabres,-1,2021-11-01,nhl,Buffalo
2021-11-24,Carolina Hurricanes,-1,2021-11-01,nhl,Carolina
2021-11-24,Colorado Avalanche,1,2021-11-01,nhl,Colorado
2021-11-24,Columbus Blue Jackets,1,2021-11-01,nhl,Columbus
2021-11-24,Detroit Red Wings,1,2021-11-01,nhl,Detroit
2021-11-24,Edmonton Oilers,1,2021-11-01,nhl,Edmonton
2021-11-24,Florida Panthers,1,2021-11-01,nhl,Florida
2021-11-24,Los Angeles Kings,-1,2021-11-01,nhl,Los Angeles
2021-11-24,Minnesota Wild,1,2021-11-01,nhl,Minnesota
2021-11-24,Montreal Canadiens,-1,2021-11-01,nhl,Montreal
2021-11-24,Nashville Predators,-1,2021-11-01,nhl,Nashville
2021-11-24,New Jersey Devils,-1,2021-11-01,nhl,New Jersey
2021-11-24,New York Islanders,-1,2021-11-01,nhl,New York
2021-11-24,New York Rangers,1,2021-11-01,nhl,New York
2021-11-24,Ottawa Senators,-1,2021-11-01,nhl,Ottawa
2021-11-24,Philadelphia Flyers,-1,2021-11-01,nhl,Philadelphia
2021-11-24,Pittsburgh Penguins,1,2021-11-01,nhl,Pittsburgh
2021-11-24,San Jose Sharks,1,2021-11-01,nhl,San Jose
2021-11-24,Seattle Kraken,1,2021-11-01,nhl,Seattle
2021-11-24,St. Louis Blues,-1,2021-11-01,nhl,St. Louis
2021-11-24,Toronto Maple Leafs,1,2021-11-01,nhl,Toronto
2021-11-24,Vancouver Canucks,-1,2021-11-01,nhl,Vancouver
2021-11-24,Vegas Golden Knights,1,2021-11-01,nhl,Vegas
2021-11-24,Washington Capitals,1,2021-11-01,nhl,Washington
2021-11-24,Winnipeg Jets,-1,2021-11-01,nhl,Winnipeg
2021-11-26,Anaheim Ducks,1,2021-11-01,nhl,Anaheim
2021-11-26,Boston Bruins,-1,2021-11-01,nhl,Boston
2021-11-26,Buffalo Sabres,1,2021-11-01,nhl,Buffalo
2021-11-26,Carolina Hurricanes,1,2021-11-01,nhl,Carolina
2021-11-26,Chicago Blackhawks,1,2021-11-01,nhl,Chicago
2021-11-26,Colorado Avalanche,-1,2021-11-01,nhl,Colorado
2021-11-26,Columbus Blue Jackets,1,2021-11-01,nhl,Columbus
2021-11-26,Dallas Stars,1,2021-11-01,nhl,Dallas
2021-11-26,Florida Panthers,-1,2021-11-01,nhl,Florida
2021-11-26,Minnesota Wild,1,2021-11-01,nhl,Minnesota
2021-11-26,Montreal Canadiens,-1,2021-11-01,nhl,Montreal
2021-11-26,Nashville Predators,1,2021-11-01,nhl,Nashville
2021-11-26,New Jersey Devils,-1,2021-11-01,nhl,New Jersey
2021-11-26,New York Islanders,-1,2021-11-01,nhl,New York
2021-11-26,New York Rangers,1,2021-11-01,nhl,New York
2021-11-26,Ottawa Senators,-1,2021-11-01,nhl,Ottawa
2021-11-26,Philadelphia Flyers,-1,2021-11-01,nhl,Philadelphia
2021-11-26,Pittsburgh Penguins,1,2021-11-01,nhl,Pittsburgh
2021-11-26,San Jose Sharks,-1,2021-11-01,nhl,San Jose
2021-11-26,Seattle Kraken,-1,2021-11-01,nhl,Seattle
2021-11-26,St. Louis Blues,-1,2021-11-01,nhl,St. Louis
2021-11-26,Tampa Bay Lightning,1,2021-11-01,nhl,Tampa Bay
2021-11-26,Toronto Maple Leafs,1,2021-11-01,nhl,Toronto
2021-11-26,Vancouver Canucks,-1,2021-11-01,nhl,Vancouver
2021-11-26,Washington Capitals,1,2021-11-01,nhl,Washington
2021-11-26,Winnipeg Jets,-1,2021-11-01,nhl,Winnipeg
2021-11-27,Arizona Coyotes,-1,2021-11-01,nhl,Arizona
2021-11-27,Buffalo Sabres,-1,2021-11-01,nhl,Buffalo
2021-11-27,Calgary Flames,-1,2021-11-01,nhl,Calgary
2021-11-27,Colorado Avalanche,1,2021-11-01,nhl,Colorado
2021-11-27,Columbus Blue Jackets,-1,2021-11-01,nhl,Columbus
2021-11-27,Dallas Stars,1,2021-11-01,nhl,Dallas
2021-11-27,Detroit Red Wings,1,2021-11-01,nhl,Detroit
2021-11-27,Edmonton Oilers,1,2021-11-01,nhl,Edmonton
2021-11-27,Florida Panthers,-1,2021-11-01,nhl,Florida
2021-11-27,Los Angeles Kings,1,2021-11-01,nhl,Los Angeles
2021-11-27,Montreal Canadiens,1,2021-11-01,nhl,Montreal
2021-11-27,Nashville Predators,-1,2021-11-01,nhl,Nashville
2021-11-27,Ottawa Senators,-1,2021-11-01,nhl,Ottawa
2021-11-27,Pittsburgh Penguins,-1,2021-11-01,nhl,Pittsburgh
2021-11-27,Seattle Kraken,1,2021-11-01,nhl,Seattle
2021-11-27,St. Louis Blues,1,2021-11-01,nhl,St. Louis
2021-11-27,Vegas Golden Knights,-1,2021-11-01,nhl,Vegas
2021-11-27,Winnipeg Jets,1,2021-11-01,nhl,Winnipeg
2021-11-28,Anaheim Ducks,-1,2021-11-01,nhl,Anaheim
2021-11-28,Boston Bruins,1,2021-11-01,nhl,Boston
2021-11-28,Carolina Hurricanes,-1,2021-11-01,nhl,Carolina
2021-11-28,Chicago Blackhawks,-1,2021-11-01,nhl,Chicago
2021-11-28,Minnesota Wild,1,2021-11-01,nhl,Minnesota
2021-11-28,New Jersey Devils,1,2021-11-01,nhl,New Jersey
2021-11-28,Philadelphia Flyers,-1,2021-11-01,nhl,Philadelphia
2021-11-28,San Jose Sharks,1,2021-11-01,nhl,San Jose
2021-11-28,Tampa Bay Lightning,-1,2021-11-01,nhl,Tampa Bay
2021-11-28,Toronto Maple Leafs,1,2021-11-01,nhl,Toronto
2021-11-28,Vancouver Canucks,-1,2021-11-01,nhl,Vancouver
2021-11-28,Washington Capitals,1,2021-11-01,nhl,Washington
2021-11-29,Arizona Coyotes,1,2021-11-01,nhl,Arizona
2021-11-29,Buffalo Sabres,-1,2021-11-01,nhl,Buffalo
2021-11-29,Calgary Flames,1,2021-11-01,nhl,Calgary
2021-11-29,Montreal Canadiens,-1,2021-11-01,nhl,Montreal
2021-11-29,Pittsburgh Penguins,-1,2021-11-01,nhl,Pittsburgh
2021-11-29,Seattle Kraken,1,2021-11-01,nhl,Seattle
2021-11-29,Vancouver Canucks,1,2021-11-01,nhl,Vancouver
2021-11-29,Winnipeg Jets,-1,2021-11-01,nhl,Winnipeg
2021-11-30,Anaheim Ducks,1,2021-11-01,nhl,Anaheim
2021-11-30,Arizona Coyotes,-1,2021-11-01,nhl,Arizona
2021-11-30,Boston Bruins,-1,2021-11-01,nhl,Boston
2021-11-30,Carolina Hurricanes,-1,2021-11-01,nhl,Carolina
2021-11-30,Columbus Blue Jackets,-1,2021-11-01,nhl,Columbus
2021-11-30,Dallas Stars,1,2021-11-01,nhl,Dallas
2021-11-30,Detroit Red Wings,1,2021-11-01,nhl,Detroit
2021-11-30,Florida Panthers,1,2021-11-01,nhl,Florida
2021-11-30,Los Angeles Kings,-1,2021-11-01,nhl,Los Angeles
2021-11-30,Minnesota Wild,1,2021-11-01,nhl,Minnesota
2021-11-30,Nashville Predators,1,2021-11-01,nhl,Nashville
2021-11-30,New Jersey Devils,-1,2021-11-01,nhl,New Jersey
2021-11-30,San Jose Sharks,1,2021-11-01,nhl,San Jose
2021-11-30,St. Louis Blues,1,2021-11-01,nhl,St. Louis
2021-11-30,Tampa Bay Lightning,-1,2021-11-01,nhl,Tampa Bay
2021-11-30,Washington Capitals,-1,2021-11-01,nhl,Washington
2021-12-01,Anaheim Ducks,1,2021-12-01,nhl,Anaheim
2021-12-01,Colorado Avalanche,-1,2021-12-01,nhl,Colorado
2021-12-01,Detroit Red Wings,1,2021-12-01,nhl,Detroit
2021-12-01,Edmonton Oilers,1,2021-12-01,nhl,Edmonton
2021-12-01,New York Rangers,1,2021-12-01,nhl,New York
2021-12-01,Ottawa Senators,-1,2021-12-01,nhl,Ottawa
2021-12-01,Philadelphia Flyers,-1,2021-12-01,nhl,Philadelphia
2021-12-01,Pittsburgh Penguins,-1,2021-12-01,nhl,Pittsburgh
2021-12-01,Seattle Kraken,-1,2021-12-01,nhl,Seattle
2021-12-01,Toronto Maple Leafs,1,2021-12-01,nhl,Toronto
2021-12-01,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-01,Vegas Golden Knights,-1,2021-12-01,nhl,Vegas
2021-12-02,Boston Bruins,1,2021-12-01,nhl,Boston
2021-12-02,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-02,Calgary Flames,1,2021-12-01,nhl,Calgary
2021-12-02,Carolina Hurricanes,-1,2021-12-01,nhl,Carolina
2021-12-02,Chicago Blackhawks,1,2021-12-01,nhl,Chicago
2021-12-02,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-02,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-02,Dallas Stars,1,2021-12-01,nhl,Dallas
2021-12-02,Florida Panthers,1,2021-12-01,nhl,Florida
2021-12-02,Los Angeles Kings,-1,2021-12-01,nhl,Los Angeles
2021-12-02,Minnesota Wild,1,2021-12-01,nhl,Minnesota
2021-12-02,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-02,Nashville Predators,-1,2021-12-01,nhl,Nashville
2021-12-02,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-02,New York Islanders,-1,2021-12-01,nhl,New York
2021-12-02,Ottawa Senators,1,2021-12-01,nhl,Ottawa
2021-12-02,San Jose Sharks,1,2021-12-01,nhl,San Jose
2021-12-02,St. Louis Blues,-1,2021-12-01,nhl,St. Louis
2021-12-02,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-02,Washington Capitals,-1,2021-12-01,nhl,Washington
2021-12-03,Anaheim Ducks,-1,2021-12-01,nhl,Anaheim
2021-12-03,Arizona Coyotes,-1,2021-12-01,nhl,Arizona
2021-12-03,Calgary Flames,1,2021-12-01,nhl,Calgary
2021-12-03,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-03,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-03,New York Rangers,1,2021-12-01,nhl,New York
2021-12-03,San Jose Sharks,-1,2021-12-01,nhl,San Jose
2021-12-03,Seattle Kraken,1,2021-12-01,nhl,Seattle
2021-12-03,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-03,Winnipeg Jets,1,2021-12-01,nhl,Winnipeg
2021-12-04,Boston Bruins,-1,2021-12-01,nhl,Boston
2021-12-04,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-04,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-04,Chicago Blackhawks,-1,2021-12-01,nhl,Chicago
2021-12-04,Colorado Avalanche,-1,2021-12-01,nhl,Colorado
2021-12-04,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-04,Detroit Red Wings,1,2021-12-01,nhl,Detroit
2021-12-04,Florida Panthers,1,2021-12-01,nhl,Florida
2021-12-04,Minnesota Wild,1,2021-12-01,nhl,Minnesota
2021-12-04,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-04,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-04,New York Islanders,-1,2021-12-01,nhl,New York
2021-12-04,New York Rangers,1,2021-12-01,nhl,New York
2021-12-04,Ottawa Senators,1,2021-12-01,nhl,Ottawa
2021-12-04,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-04,St. Louis Blues,-1,2021-12-01,nhl,St. Louis
2021-12-04,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-04,Toronto Maple Leafs,-1,2021-12-01,nhl,Toronto
2021-12-04,Vancouver Canucks,-1,2021-12-01,nhl,Vancouver
2021-12-04,Washington Capitals,1,2021-12-01,nhl,Washington
2021-12-05,Calgary Flames,-1,2021-12-01,nhl,Calgary
2021-12-05,Chicago Blackhawks,1,2021-12-01,nhl,Chicago
2021-12-05,Columbus Blue Jackets,1,2021-12-01,nhl,Columbus
2021-12-05,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-05,Los Angeles Kings,1,2021-12-01,nhl,Los Angeles
2021-12-05,New York Islanders,-1,2021-12-01,nhl,New York
2021-12-05,Philadelphia Flyers,-1,2021-12-01,nhl,Philadelphia
2021-12-05,San Jose Sharks,-1,2021-12-01,nhl,San Jose
2021-12-05,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-05,Toronto Maple Leafs,-1,2021-12-01,nhl,Toronto
2021-12-05,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-05,Winnipeg Jets,1,2021-12-01,nhl,Winnipeg
2021-12-06,Anaheim Ducks,-1,2021-12-01,nhl,Anaheim
2021-12-06,Arizona Coyotes,-1,2021-12-01,nhl,Arizona
2021-12-06,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-06,Dallas Stars,1,2021-12-01,nhl,Dallas
2021-12-06,Los Angeles Kings,-1,2021-12-01,nhl,Los Angeles
2021-12-06,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-06,Ottawa Senators,1,2021-12-01,nhl,Ottawa
2021-12-06,Philadelphia Flyers,-1,2021-12-01,nhl,Philadelphia
2021-12-06,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-06,Seattle Kraken,-1,2021-12-01,nhl,Seattle
2021-12-06,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-06,Washington Capitals,1,2021-12-01,nhl,Washington
2021-12-07,Anaheim Ducks,1,2021-12-01,nhl,Anaheim
2021-12-07,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-07,Calgary Flames,-1,2021-12-01,nhl,Calgary
2021-12-07,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-07,Chicago Blackhawks,-1,2021-12-01,nhl,Chicago
2021-12-07,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-07,Detroit Red Wings,-1,2021-12-01,nhl,Detroit
2021-12-07,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-07,Florida Panthers,-1,2021-12-01,nhl,Florida
2021-12-07,Minnesota Wild,1,2021-12-01,nhl,Minnesota
2021-12-07,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-07,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-07,New York Islanders,1,2021-12-01,nhl,New York
2021-12-07,New York Rangers,1,2021-12-01,nhl,New York
2021-12-07,Ottawa Senators,-1,2021-12-01,nhl,Ottawa
2021-12-07,San Jose Sharks,1,2021-12-01,nhl,San Jose
2021-12-07,St. Louis Blues,1,2021-12-01,nhl,St. Louis
2021-12-07,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-07,Toronto Maple Leafs,1,2021-12-01,nhl,Toronto
2021-12-07,Winnipeg Jets,-1,2021-12-01,nhl,Winnipeg
2021-12-08,Boston Bruins,-1,2021-12-01,nhl,Boston
2021-12-08,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-08,Dallas Stars,-1,2021-12-01,nhl,Dallas
2021-12-08,New Jersey Devils,1,2021-12-01,nhl,New Jersey
2021-12-08,New York Rangers,-1,2021-12-01,nhl,New York
2021-12-08,Philadelphia Flyers,-1,2021-12-01,nhl,Philadelphia
2021-12-08,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-08,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-09,Anaheim Ducks,1,2021-12-01,nhl,Anaheim
2021-12-09,Boston Bruins,1,2021-12-01,nhl,Boston
2021-12-09,Calgary Flames,-1,2021-12-01,nhl,Calgary
2021-12-09,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-09,Chicago Blackhawks,1,2021-12-01,nhl,Chicago
2021-12-09,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-09,Dallas Stars,-1,2021-12-01,nhl,Dallas
2021-12-09,Detroit Red Wings,-1,2021-12-01,nhl,Detroit
2021-12-09,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-09,Los Angeles Kings,1,2021-12-01,nhl,Los Angeles
2021-12-09,Minnesota Wild,1,2021-12-01,nhl,Minnesota
2021-12-09,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-09,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-09,New York Islanders,-1,2021-12-01,nhl,New York
2021-12-09,San Jose Sharks,-1,2021-12-01,nhl,San Jose
2021-12-09,Seattle Kraken,-1,2021-12-01,nhl,Seattle
2021-12-09,St. Louis Blues,1,2021-12-01,nhl,St. Louis
2021-12-09,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-09,Toronto Maple Leafs,-1,2021-12-01,nhl,Toronto
2021-12-09,Winnipeg Jets,1,2021-12-01,nhl,Winnipeg
2021-12-10,Arizona Coyotes,-1,2021-12-01,nhl,Arizona
2021-12-10,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-10,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-10,Detroit Red Wings,-1,2021-12-01,nhl,Detroit
2021-12-10,Florida Panthers,1,2021-12-01,nhl,Florida
2021-12-10,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-10,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-10,New York Rangers,1,2021-12-01,nhl,New York
2021-12-10,Philadelphia Flyers,1,2021-12-01,nhl,Philadelphia
2021-12-10,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-10,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-10,Vegas Golden Knights,-1,2021-12-01,nhl,Vegas
2021-12-10,Washington Capitals,-1,2021-12-01,nhl,Washington
2021-12-10,Winnipeg Jets,-1,2021-12-01,nhl,Winnipeg
2021-12-11,Anaheim Ducks,-1,2021-12-01,nhl,Anaheim
2021-12-11,Arizona Coyotes,-1,2021-12-01,nhl,Arizona
2021-12-11,Boston Bruins,1,2021-12-01,nhl,Boston
2021-12-11,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-11,Calgary Flames,-1,2021-12-01,nhl,Calgary
2021-12-11,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-11,Chicago Blackhawks,-1,2021-12-01,nhl,Chicago
2021-12-11,Columbus Blue Jackets,1,2021-12-01,nhl,Columbus
2021-12-11,Dallas Stars,-1,2021-12-01,nhl,Dallas
2021-12-11,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-11,Los Angeles Kings,1,2021-12-01,nhl,Los Angeles
2021-12-11,Minnesota Wild,-1,2021-12-01,nhl,Minnesota
2021-12-11,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-11,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-11,New York Islanders,1,2021-12-01,nhl,New York
2021-12-11,Ottawa Senators,1,2021-12-01,nhl,Ottawa
2021-12-11,Philadelphia Flyers,1,2021-12-01,nhl,Philadelphia
2021-12-11,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-11,San Jose Sharks,1,2021-12-01,nhl,San Jose
2021-12-11,Seattle Kraken,-1,2021-12-01,nhl,Seattle
2021-12-11,St. Louis Blues,1,2021-12-01,nhl,St. Louis
2021-12-11,Tampa Bay Lightning,-1,2021-12-01,nhl,Tampa Bay
2021-12-11,Toronto Maple Leafs,1,2021-12-01,nhl,Toronto
2021-12-11,Washington Capitals,1,2021-12-01,nhl,Washington
2021-12-12,Anaheim Ducks,1,2021-12-01,nhl,Anaheim
2021-12-12,Carolina Hurricanes,-1,2021-12-01,nhl,Carolina
2021-12-12,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-12,Florida Panthers,-1,2021-12-01,nhl,Florida
2021-12-12,Minnesota Wild,-1,2021-12-01,nhl,Minnesota
2021-12-12,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-12,New York Rangers,-1,2021-12-01,nhl,New York
2021-12-12,St. Louis Blues,-1,2021-12-01,nhl,St. Louis
2021-12-12,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-12,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-14,Boston Bruins,-1,2021-12-01,nhl,Boston
2021-12-14,Buffalo Sabres,1,2021-12-01,nhl,Buffalo
2021-12-14,Colorado Avalanche,1,2021-12-01,nhl,Colorado
2021-12-14,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-14,Dallas Stars,-1,2021-12-01,nhl,Dallas
2021-12-14,Detroit Red Wings,1,2021-12-01,nhl,Detroit
2021-12-14,Edmonton Oilers,-1,2021-12-01,nhl,Edmonton
2021-12-14,Florida Panthers,-1,2021-12-01,nhl,Florida
2021-12-14,Los Angeles Kings,-1,2021-12-01,nhl,Los Angeles
2021-12-14,Montreal Canadiens,-1,2021-12-01,nhl,Montreal
2021-12-14,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-14,New York Islanders,-1,2021-12-01,nhl,New York
2021-12-14,New York Rangers,-1,2021-12-01,nhl,New York
2021-12-14,Ottawa Senators,1,2021-12-01,nhl,Ottawa
2021-12-14,Philadelphia Flyers,1,2021-12-01,nhl,Philadelphia
2021-12-14,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-14,San Jose Sharks,-1,2021-12-01,nhl,San Jose
2021-12-14,Seattle Kraken,1,2021-12-01,nhl,Seattle
2021-12-14,St. Louis Blues,1,2021-12-01,nhl,St. Louis
2021-12-14,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-14,Toronto Maple Leafs,1,2021-12-01,nhl,Toronto
2021-12-14,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-14,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-14,Winnipeg Jets,-1,2021-12-01,nhl,Winnipeg
2021-12-15,Anaheim Ducks,1,2021-12-01,nhl,Anaheim
2021-12-15,Arizona Coyotes,-1,2021-12-01,nhl,Arizona
2021-12-15,Chicago Blackhawks,1,2021-12-01,nhl,Chicago
2021-12-15,New York Rangers,1,2021-12-01,nhl,New York
2021-12-15,Seattle Kraken,-1,2021-12-01,nhl,Seattle
2021-12-15,Washington Capitals,-1,2021-12-01,nhl,Washington
2021-12-16,Boston Bruins,-1,2021-12-01,nhl,Boston
2021-12-16,Buffalo Sabres,1,2021-12-01,nhl,Buffalo
2021-12-16,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-16,Colorado Avalanche,-1,2021-12-01,nhl,Colorado
2021-12-16,Columbus Blue Jackets,-1,2021-12-01,nhl,Columbus
2021-12-16,Detroit Red Wings,-1,2021-12-01,nhl,Detroit
2021-12-16,Edmonton Oilers,1,2021-12-01,nhl,Edmonton
2021-12-16,Florida Panthers,-1,2021-12-01,nhl,Florida
2021-12-16,Los Angeles Kings,1,2021-12-01,nhl,Los Angeles
2021-12-16,Minnesota Wild,-1,2021-12-01,nhl,Minnesota
2021-12-16,Montreal Canadiens,1,2021-12-01,nhl,Montreal
2021-12-16,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-16,New Jersey Devils,-1,2021-12-01,nhl,New Jersey
2021-12-16,New York Islanders,1,2021-12-01,nhl,New York
2021-12-16,Ottawa Senators,-1,2021-12-01,nhl,Ottawa
2021-12-16,Philadelphia Flyers,-1,2021-12-01,nhl,Philadelphia
2021-12-16,San Jose Sharks,-1,2021-12-01,nhl,San Jose
2021-12-16,Tampa Bay Lightning,1,2021-12-01,nhl,Tampa Bay
2021-12-16,Vancouver Canucks,1,2021-12-01,nhl,Vancouver
2021-12-16,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-17,Anaheim Ducks,-1,2021-12-01,nhl,Anaheim
2021-12-17,Arizona Coyotes,1,2021-12-01,nhl,Arizona
2021-12-17,Buffalo Sabres,-1,2021-12-01,nhl,Buffalo
2021-12-17,Chicago Blackhawks,-1,2021-12-01,nhl,Chicago
2021-12-17,Dallas Stars,-1,2021-12-01,nhl,Dallas
2021-12-17,Nashville Predators,1,2021-12-01,nhl,Nashville
2021-12-17,New York Rangers,-1,2021-12-01,nhl,New York
2021-12-17,Pittsburgh Penguins,1,2021-12-01,nhl,Pittsburgh
2021-12-17,St. Louis Blues,1,2021-12-01,nhl,St. Louis
2021-12-17,Vegas Golden Knights,1,2021-12-01,nhl,Vegas
2021-12-17,Washington Capitals,1,2021-12-01,nhl,Washington
2021-12-17,Winnipeg Jets,-1,2021-12-01,nhl,Winnipeg
2021-12-18,Carolina Hurricanes,1,2021-12-01,nhl,Carolina
2021-12-18,Chicago Blackhawks,-1,2021-12-01,nhl,Chicago
2021-12-18,Dallas Stars,1,2021-12-01,nhl,Dallas
2021-12-18,Detroit Red Wings,1,2021-12-01,nhl,Detroit
