Date,Time,Away,AwayGoals,Home,HomeGoals,Result,Attendance,length,Type
2020-01-16,10:00 PM,Arizona Coyotes,1.0,Vancouver Canucks,3.0,Full Time,18871.0,2:18,Regular Season
2020-01-16,7:00 PM,New Jersey Devils,2.0,Washington Capitals,5.0,Full Time,18573.0,2:38,Regular Season
2020-01-17,7:30 PM,Anaheim Ducks,2.0,Carolina Hurricanes,1.0,Overtime,16913.0,2:29,Regular Season
2020-01-17,7:30 PM,Pittsburgh Penguins,2.0,Detroit Red Wings,1.0,Overtime,19515.0,2:21,Regular Season
2020-01-17,8:00 PM,Tampa Bay Lightning,7.0,Winnipeg Jets,1.0,Full Time,15325.0,2:22,Regular Season
2020-01-18,7:00 PM,New Jersey Devils,0.0,Columbus Blue Jackets,5.0,Full Time,18680.0,2:25,Regular Season
2020-01-18,3:00 PM,St. Louis Blues,3.0,Colorado Avalanche,5.0,Full Time,18132.0,2:26,Regular Season
2020-01-18,7:00 PM,Florida Panthers,4.0,Detroit Red Wings,1.0,Full Time,19231.0,2:33,Regular Season
2020-01-18,3:00 PM,Arizona Coyotes,3.0,Edmonton Oilers,7.0,Full Time,17545.0,2:30,Regular Season
2020-01-18,9:00 PM,Dallas Stars,0.0,Minnesota Wild,7.0,Full Time,18219.0,2:29,Regular Season
2020-01-18,7:00 PM,Vegas Golden Knights,4.0,Montreal Canadiens,5.0,Shootout,21302.0,2:41,Regular Season
2020-01-18,8:00 PM,Buffalo Sabres,1.0,Nashville Predators,2.0,Full Time,17729.0,2:27,Regular Season
2020-01-18,1:00 PM,Washington Capitals,6.0,New York Islanders,4.0,Full Time,13917.0,2:42,Regular Season
2020-01-18,4:00 PM,Calgary Flames,2.0,Ottawa Senators,5.0,Full Time,17671.0,2:16,Regular Season
2020-01-18,7:00 PM,Los Angeles Kings,1.0,Philadelphia Flyers,4.0,Full Time,19602.0,2:28,Regular Season
2020-01-18,7:00 PM,Chicago Blackhawks,6.0,Toronto Maple Leafs,2.0,Full Time,19502.0,2:18,Regular Season
2020-01-18,10:00 PM,San Jose Sharks,1.0,Vancouver Canucks,4.0,Full Time,18786.0,2:40,Regular Season
2020-01-19,5:00 PM,New York Islanders,1.0,Carolina Hurricanes,2.0,Shootout,18680.0,2:35,Regular Season
2020-01-19,7:00 PM,Winnipeg Jets,2.0,Chicago Blackhawks,5.0,Full Time,21487.0,2:22,Regular Season
2020-01-19,7:00 PM,Columbus Blue Jackets,2.0,New York Rangers,1.0,Full Time,17423.0,2:14,Regular Season
2020-01-19,12:30 PM,Boston Bruins,3.0,Pittsburgh Penguins,4.0,Full Time,18655.0,2:32,Regular Season
2020-01-20,3:00 PM,Detroit Red Wings,3.0,Colorado Avalanche,6.0,Full Time,18110.0,2:30,Regular Season
2020-01-20,8:00 PM,Florida Panthers,5.0,Minnesota Wild,4.0,Full Time,17255.0,2:29,Regular Season
2020-01-21,7:00 PM,Vegas Golden Knights,2.0,Boston Bruins,3.0,Full Time,17850.0,2:24,Regular Season
2020-01-21,7:00 PM,Winnipeg Jets,1.0,Carolina Hurricanes,4.0,Full Time,14607.0,2:26,Regular Season
2020-01-21,8:30 PM,Florida Panthers,4.0,Chicago Blackhawks,3.0,Full Time,21559.0,2:31,Regular Season
2020-01-21,7:00 PM,New York Islanders,4.0,New York Rangers,2.0,Full Time,17276.0,2:25,Regular Season
2020-01-21,7:30 PM,Pittsburgh Penguins,0.0,Philadelphia Flyers,3.0,Full Time,19120.0,2:21,Regular Season
2020-01-22,7:30 PM,Winnipeg Jets,3.0,Columbus Blue Jackets,4.0,Full Time,18425.0,2:28,Regular Season
2020-01-22,8:00 PM,Detroit Red Wings,2.0,Minnesota Wild,4.0,Full Time,17212.0,2:22,Regular Season
2020-01-27,8:00 PM,Tampa Bay Lightning,2.0,Dallas Stars,3.0,Overtime,18345.0,2:27,Regular Season
2020-01-27,7:00 PM,Washington Capitals,4.0,Montreal Canadiens,2.0,Full Time,21302.0,2:30,Regular Season
2020-01-27,8:00 PM,Toronto Maple Leafs,5.0,Nashville Predators,2.0,Full Time,17298.0,2:14,Regular Season
2020-01-27,7:30 PM,New Jersey Devils,4.0,Ottawa Senators,3.0,Shootout,9673.0,2:48,Regular Season
2020-01-27,10:30 PM,Anaheim Ducks,2.0,San Jose Sharks,4.0,Full Time,16571.0,2:40,Regular Season
2020-01-27,10:00 PM,St. Louis Blues,1.0,Vancouver Canucks,3.0,Full Time,18871.0,2:25,Regular Season
2020-01-28,7:00 PM,Ottawa Senators,5.0,Buffalo Sabres,2.0,Full Time,16651.0,2:29,Regular Season
2020-01-28,9:00 PM,St. Louis Blues,5.0,Calgary Flames,4.0,Shootout,19033.0,2:40,Regular Season
2020-01-29,10:00 PM,Arizona Coyotes,2.0,Anaheim Ducks,4.0,Full Time,16730.0,2:20,Regular Season
2020-01-29,7:30 PM,Toronto Maple Leafs,5.0,Dallas Stars,3.0,Full Time,18532.0,2:25,Regular Season
2020-01-29,10:00 PM,Calgary Flames,4.0,Edmonton Oilers,3.0,Shootout,18347.0,3:03,Regular Season
2020-01-29,10:00 PM,Tampa Bay Lightning,4.0,Los Angeles Kings,2.0,Full Time,18230.0,2:33,Regular Season
2020-01-29,10:30 PM,Vancouver Canucks,5.0,San Jose Sharks,2.0,Full Time,16024.0,2:28,Regular Season
2020-01-29,7:30 PM,Nashville Predators,5.0,Washington Capitals,4.0,Full Time,18573.0,2:28,Regular Season
2020-01-30,9:30 PM,Los Angeles Kings,3.0,Arizona Coyotes,2.0,Overtime,13346.0,2:25,Regular Season
2020-01-30,7:00 PM,Montreal Canadiens,3.0,Buffalo Sabres,1.0,Full Time,16604.0,2:31,Regular Season
2020-01-30,7:30 PM,Nashville Predators,6.0,New Jersey Devils,5.0,Shootout,14327.0,2:42,Regular Season
2020-01-31,10:00 PM,Tampa Bay Lightning,4.0,Anaheim Ducks,3.0,Full Time,16032.0,2:22,Regular Season
2020-01-31,7:30 PM,Vegas Golden Knights,4.0,Carolina Hurricanes,3.0,Full Time,18150.0,2:29,Regular Season
2020-01-31,9:00 PM,St. Louis Blues,2.0,Edmonton Oilers,4.0,Full Time,17207.0,2:29,Regular Season
2020-01-31,7:00 PM,Detroit Red Wings,2.0,New York Rangers,4.0,Full Time,17169.0,2:23,Regular Season
2020-01-31,7:30 PM,Washington Capitals,5.0,Ottawa Senators,3.0,Full Time,14279.0,2:28,Regular Season
2020-01-31,7:00 PM,Philadelphia Flyers,3.0,Pittsburgh Penguins,4.0,Overtime,18647.0,2:23,Regular Season
2020-01-31,8:00 PM,Boston Bruins,2.0,Winnipeg Jets,1.0,Full Time,15325.0,2:32,Regular Season
2020-02-01,8:00 PM,Chicago Blackhawks,3.0,Arizona Coyotes,2.0,Shootout,17125.0,2:39,Regular Season
2020-02-01,1:00 PM,Columbus Blue Jackets,1.0,Buffalo Sabres,2.0,Overtime,17650.0,2:31,Regular Season
2020-02-01,10:00 PM,Edmonton Oilers,8.0,Calgary Flames,3.0,Full Time,19289.0,2:38,Regular Season
2020-02-01,7:00 PM,New York Rangers,1.0,Detroit Red Wings,0.0,Full Time,19515.0,2:36,Regular Season
2020-02-01,10:30 PM,Anaheim Ducks,3.0,Los Angeles Kings,1.0,Full Time,18230.0,2:33,Regular Season
2020-02-01,8:00 PM,Boston Bruins,6.0,Minnesota Wild,1.0,Full Time,18009.0,2:30,Regular Season
2020-02-01,2:00 PM,Florida Panthers,0.0,Montreal Canadiens,4.0,Full Time,21302.0,2:25,Regular Season
2020-02-01,7:00 PM,Dallas Stars,3.0,New Jersey Devils,2.0,Overtime,16514.0,2:30,Regular Season
2020-02-01,8:00 PM,Vegas Golden Knights,3.0,Nashville Predators,0.0,Full Time,17664.0,2:21,Regular Season
2020-02-01,1:00 PM,Vancouver Canucks,4.0,New York Islanders,3.0,Overtime,14862.0,2:31,Regular Season
2020-02-01,7:00 PM,Colorado Avalanche,3.0,Philadelphia Flyers,6.0,Full Time,19745.0,2:34,Regular Season
2020-02-01,10:30 PM,Tampa Bay Lightning,3.0,San Jose Sharks,0.0,Full Time,17562.0,2:23,Regular Season
2020-02-01,7:00 PM,Ottawa Senators,1.0,Toronto Maple Leafs,2.0,Overtime,19406.0,2:43,Regular Season
2020-02-01,7:00 PM,St. Louis Blues,2.0,Winnipeg Jets,5.0,Full Time,15325.0,2:26,Regular Season
2020-02-02,2:00 PM,Vancouver Canucks,3.0,Carolina Hurricanes,4.0,Shootout,15767.0,2:43,Regular Season
2020-02-02,2:00 PM,Columbus Blue Jackets,4.0,Montreal Canadiens,3.0,Full Time,21302.0,2:21,Regular Season
2020-02-02,12:30 PM,Pittsburgh Penguins,4.0,Washington Capitals,3.0,Full Time,18573.0,2:29,Regular Season
2020-02-03,7:30 PM,Philadelphia Flyers,3.0,Detroit Red Wings,0.0,Full Time,17526.0,2:19,Regular Season
2020-02-03,7:00 PM,Dallas Stars,5.0,New York Rangers,3.0,Full Time,15779.0,2:29,Regular Season
2020-02-03,7:00 PM,Florida Panthers,5.0,Toronto Maple Leafs,3.0,Full Time,19156.0,2:24,Regular Season
2020-02-04,9:00 PM,Edmonton Oilers,0.0,Arizona Coyotes,3.0,Full Time,14725.0,2:19,Regular Season
2020-02-04,7:00 PM,Vancouver Canucks,0.0,Boston Bruins,4.0,Full Time,17850.0,2:32,Regular Season
2020-02-04,7:00 PM,Colorado Avalanche,6.0,Buffalo Sabres,1.0,Full Time,16859.0,2:23,Regular Season
2020-02-04,7:00 PM,Florida Panthers,0.0,Columbus Blue Jackets,1.0,Overtime,17811.0,2:33,Regular Season
2020-02-04,9:00 PM,San Jose Sharks,3.0,Calgary Flames,1.0,Full Time,18131.0,2:23,Regular Season
2020-02-04,8:00 PM,Chicago Blackhawks,2.0,Minnesota Wild,3.0,Overtime,17341.0,2:36,Regular Season
2020-02-04,7:00 PM,Montreal Canadiens,5.0,New Jersey Devils,4.0,Shootout,13283.0,2:46,Regular Season
2020-02-04,7:00 PM,Dallas Stars,3.0,New York Islanders,4.0,Overtime,10128.0,2:28,Regular Season
2020-02-04,7:30 PM,Anaheim Ducks,3.0,Ottawa Senators,2.0,Shootout,9238.0,2:34,Regular Season
2020-02-04,8:00 PM,Carolina Hurricanes,3.0,St. Louis Blues,6.0,Full Time,18096.0,2:20,Regular Season
2020-02-04,7:00 PM,Vegas Golden Knights,2.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:28,Regular Season
2020-02-04,8:00 PM,Nashville Predators,2.0,Winnipeg Jets,1.0,Overtime,15325.0,2:27,Regular Season
2020-02-04,7:00 PM,Los Angeles Kings,2.0,Washington Capitals,4.0,Full Time,18573.0,2:26,Regular Season
2020-02-05,8:00 PM,Boston Bruins,2.0,Chicago Blackhawks,1.0,Overtime,21472.0,2:32,Regular Season
2020-02-05,7:30 PM,Toronto Maple Leafs,3.0,New York Rangers,5.0,Full Time,17123.0,2:31,Regular Season
2020-02-06,9:00 PM,Carolina Hurricanes,5.0,Arizona Coyotes,3.0,Full Time,11632.0,2:24,Regular Season
2020-02-06,7:00 PM,Detroit Red Wings,4.0,Buffalo Sabres,3.0,Shootout,16607.0,2:38,Regular Season
2020-02-06,9:00 PM,Nashville Predators,3.0,Calgary Flames,2.0,Full Time,18512.0,2:23,Regular Season
2020-02-06,9:30 PM,San Jose Sharks,6.0,Edmonton Oilers,3.0,Full Time,17175.0,2:19,Regular Season
2020-02-06,7:00 PM,Vegas Golden Knights,7.0,Florida Panthers,2.0,Full Time,15057.0,2:27,Regular Season
2020-02-06,8:00 PM,Vancouver Canucks,2.0,Minnesota Wild,4.0,Full Time,17191.0,2:27,Regular Season
2020-02-06,7:00 PM,Anaheim Ducks,2.0,Montreal Canadiens,3.0,Overtime,20896.0,2:24,Regular Season
2020-02-06,7:00 PM,Los Angeles Kings,3.0,New York Islanders,5.0,Full Time,11108.0,2:32,Regular Season
2020-02-06,7:30 PM,Colorado Avalanche,4.0,Ottawa Senators,1.0,Full Time,11465.0,2:26,Regular Season
2020-02-06,7:00 PM,New Jersey Devils,5.0,Philadelphia Flyers,0.0,Full Time,19070.0,2:23,Regular Season
2020-02-06,8:00 PM,Winnipeg Jets,4.0,St. Louis Blues,2.0,Full Time,18096.0,2:30,Regular Season
2020-02-06,7:00 PM,Pittsburgh Penguins,2.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:34,Regular Season
2020-02-07,7:00 PM,Detroit Red Wings,0.0,Columbus Blue Jackets,2.0,Full Time,18978.0,2:22,Regular Season
2020-02-07,8:30 PM,Minnesota Wild,3.0,Dallas Stars,2.0,Full Time,18532.0,2:31,Regular Season
2020-02-07,7:00 PM,Buffalo Sabres,3.0,New York Rangers,2.0,Full Time,17297.0,2:26,Regular Season
2020-02-07,7:00 PM,Anaheim Ducks,4.0,Toronto Maple Leafs,5.0,Overtime,19077.0,2:44,Regular Season
2020-02-08,3:00 PM,Arizona Coyotes,2.0,Boston Bruins,4.0,Full Time,17850.0,2:27,Regular Season
2020-02-08,7:00 PM,Colorado Avalanche,2.0,Columbus Blue Jackets,1.0,Full Time,19022.0,2:20,Regular Season
2020-02-08,7:00 PM,Nashville Predators,2.0,Edmonton Oilers,3.0,Full Time,17212.0,2:28,Regular Season
2020-02-08,7:00 PM,Pittsburgh Penguins,3.0,Florida Panthers,2.0,Full Time,17773.0,2:35,Regular Season
2020-02-08,7:00 PM,Toronto Maple Leafs,1.0,Montreal Canadiens,2.0,Overtime,21302.0,2:20,Regular Season
2020-02-08,7:00 PM,Los Angeles Kings,0.0,New Jersey Devils,3.0,Full Time,16514.0,2:20,Regular Season
2020-02-08,8:00 PM,Dallas Stars,3.0,St. Louis Blues,2.0,Overtime,18096.0,2:33,Regular Season
2020-02-08,7:00 PM,New York Islanders,1.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:20,Regular Season
2020-02-08,10:00 PM,Calgary Flames,6.0,Vancouver Canucks,2.0,Full Time,18871.0,2:21,Regular Season
2020-02-08,10:00 PM,Carolina Hurricanes,6.0,Vegas Golden Knights,5.0,Shootout,18417.0,2:49,Regular Season
2020-02-08,2:00 PM,Ottawa Senators,2.0,Winnipeg Jets,5.0,Full Time,15325.0,2:23,Regular Season
2020-02-08,7:00 PM,Philadelphia Flyers,7.0,Washington Capitals,2.0,Full Time,18573.0,2:31,Regular Season
2020-02-09,3:00 PM,Anaheim Ducks,3.0,Buffalo Sabres,2.0,Full Time,16131.0,2:22,Regular Season
2020-02-09,12:30 PM,Boston Bruins,1.0,Detroit Red Wings,3.0,Full Time,19515.0,2:27,Regular Season
2020-02-09,7:30 PM,Colorado Avalanche,3.0,Minnesota Wild,2.0,Full Time,17444.0,2:32,Regular Season
2020-02-09,6:00 PM,Los Angeles Kings,1.0,New York Rangers,4.0,Full Time,17237.0,2:34,Regular Season
2020-02-09,7:00 PM,Chicago Blackhawks,2.0,Winnipeg Jets,5.0,Full Time,15325.0,2:22,Regular Season
2020-02-10,7:30 PM,Tampa Bay Lightning,2.0,Columbus Blue Jackets,1.0,Overtime,17131.0,2:26,Regular Season
2020-02-10,7:00 PM,Arizona Coyotes,3.0,Montreal Canadiens,2.0,Full Time,20789.0,2:32,Regular Season
2020-02-10,7:00 PM,Florida Panthers,1.0,Philadelphia Flyers,4.0,Full Time,17867.0,2:26,Regular Season
2020-02-10,10:30 PM,Calgary Flames,6.0,San Jose Sharks,2.0,Full Time,17101.0,2:24,Regular Season
2020-02-10,10:00 PM,Nashville Predators,2.0,Vancouver Canucks,6.0,Full Time,18871.0,2:33,Regular Season
2020-02-10,7:00 PM,New York Islanders,5.0,Washington Capitals,3.0,Full Time,18573.0,2:29,Regular Season
2020-02-11,7:00 PM,Detroit Red Wings,2.0,Buffalo Sabres,3.0,Full Time,16588.0,2:23,Regular Season
2020-02-11,9:00 PM,Ottawa Senators,0.0,Colorado Avalanche,3.0,Full Time,18015.0,2:26,Regular Season
2020-02-11,8:30 PM,Carolina Hurricanes,1.0,Dallas Stars,4.0,Full Time,18532.0,2:27,Regular Season
2020-02-11,9:00 PM,Chicago Blackhawks,3.0,Edmonton Oilers,5.0,Full Time,17066.0,2:28,Regular Season
2020-02-11,8:00 PM,Vegas Golden Knights,0.0,Minnesota Wild,4.0,Full Time,17112.0,2:27,Regular Season
2020-02-11,7:00 PM,Florida Panthers,5.0,New Jersey Devils,3.0,Full Time,12732.0,2:24,Regular Season
2020-02-11,7:00 PM,Philadelphia Flyers,3.0,New York Islanders,5.0,Full Time,12228.0,2:23,Regular Season
2020-02-11,7:00 PM,Tampa Bay Lightning,2.0,Pittsburgh Penguins,1.0,Overtime,18445.0,2:29,Regular Season
2020-02-11,7:00 PM,Arizona Coyotes,2.0,Toronto Maple Leafs,3.0,Overtime,19039.0,2:36,Regular Season
2020-02-11,8:00 PM,New York Rangers,4.0,Winnipeg Jets,1.0,Full Time,15325.0,2:21,Regular Season
2020-02-12,7:30 PM,Montreal Canadiens,1.0,Boston Bruins,4.0,Full Time,17850.0,2:33,Regular Season
2020-02-12,10:00 PM,Calgary Flames,3.0,Los Angeles Kings,5.0,Full Time,18230.0,2:39,Regular Season
2020-02-12,10:30 PM,Chicago Blackhawks,0.0,Vancouver Canucks,3.0,Full Time,18871.0,2:29,Regular Season
2020-02-13,10:00 PM,Calgary Flames,6.0,Anaheim Ducks,0.0,Full Time,16212.0,2:22,Regular Season
2020-02-13,7:00 PM,Columbus Blue Jackets,3.0,Buffalo Sabres,4.0,Overtime,16923.0,2:30,Regular Season
2020-02-13,9:30 PM,Washington Capitals,3.0,Colorado Avalanche,2.0,Full Time,18146.0,2:34,Regular Season
2020-02-13,7:00 PM,Philadelphia Flyers,6.0,Florida Panthers,2.0,Full Time,15556.0,2:26,Regular Season
2020-02-13,8:00 PM,New York Rangers,4.0,Minnesota Wild,3.0,Shootout,17413.0,2:44,Regular Season
2020-02-13,7:00 PM,Detroit Red Wings,1.0,New Jersey Devils,4.0,Full Time,12941.0,2:24,Regular Season
2020-02-13,8:00 PM,New York Islanders,0.0,Nashville Predators,5.0,Full Time,17561.0,2:18,Regular Season
2020-02-13,7:30 PM,Arizona Coyotes,2.0,Ottawa Senators,3.0,Full Time,9762.0,2:23,Regular Season
2020-02-13,7:00 PM,Edmonton Oilers,1.0,Tampa Bay Lightning,3.0,Full Time,19092.0,2:33,Regular Season
2020-02-13,7:00 PM,Dallas Stars,3.0,Toronto Maple Leafs,2.0,Full Time,19107.0,2:25,Regular Season
2020-02-13,10:00 PM,St. Louis Blues,5.0,Vegas Golden Knights,6.0,Overtime,18252.0,2:41,Regular Season
2020-02-14,7:00 PM,New Jersey Devils,2.0,Carolina Hurricanes,5.0,Full Time,18680.0,2:25,Regular Season
2020-02-14,7:00 PM,New York Rangers,3.0,Columbus Blue Jackets,1.0,Full Time,18888.0,2:27,Regular Season
2020-02-14,7:00 PM,Montreal Canadiens,1.0,Pittsburgh Penguins,4.0,Full Time,18650.0,2:16,Regular Season
2020-02-14,7:00 PM,San Jose Sharks,3.0,Winnipeg Jets,2.0,Full Time,15325.0,2:31,Regular Season
2020-02-15,10:00 PM,Washington Capitals,1.0,Arizona Coyotes,3.0,Full Time,17139.0,2:30,Regular Season
2020-02-15,1:00 PM,Detroit Red Wings,1.0,Boston Bruins,4.0,Full Time,17850.0,2:25,Regular Season
2020-02-15,10:00 PM,Chicago Blackhawks,8.0,Calgary Flames,4.0,Full Time,19231.0,2:18,Regular Season
2020-02-15,8:00 PM,Los Angeles Kings,3.0,Colorado Avalanche,1.0,Full Time,43574.0,2:32,Regular Season
2020-02-15,4:00 PM,Edmonton Oilers,4.0,Florida Panthers,1.0,Full Time,15069.0,2:30,Regular Season
2020-02-15,5:00 PM,San Jose Sharks,2.0,Minnesota Wild,0.0,Full Time,18611.0,2:25,Regular Season
2020-02-15,7:00 PM,Dallas Stars,4.0,Montreal Canadiens,3.0,Overtime,21302.0,2:29,Regular Season
2020-02-15,7:00 PM,Toronto Maple Leafs,4.0,Ottawa Senators,2.0,Full Time,18544.0,2:20,Regular Season
2020-02-15,3:00 PM,Nashville Predators,4.0,St. Louis Blues,3.0,Full Time,18096.0,2:36,Regular Season
2020-02-15,4:00 PM,Philadelphia Flyers,3.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:57,Regular Season
2020-02-15,10:30 PM,New York Islanders,0.0,Vegas Golden Knights,1.0,Full Time,18444.0,2:28,Regular Season
2020-02-16,7:00 PM,Toronto Maple Leafs,2.0,Buffalo Sabres,5.0,Full Time,19070.0,2:23,Regular Season
2020-02-16,4:00 PM,Edmonton Oilers,4.0,Carolina Hurricanes,3.0,Overtime,18680.0,2:29,Regular Season
2020-02-16,6:00 PM,Columbus Blue Jackets,3.0,New Jersey Devils,4.0,Shootout,16514.0,2:39,Regular Season
2020-02-16,6:00 PM,St. Louis Blues,1.0,Nashville Predators,2.0,Full Time,17349.0,2:21,Regular Season
2020-02-16,3:30 PM,Boston Bruins,3.0,New York Rangers,1.0,Full Time,18006.0,2:29,Regular Season
2020-02-16,6:00 PM,Dallas Stars,3.0,Ottawa Senators,4.0,Overtime,13150.0,2:33,Regular Season
2020-02-16,12:30 PM,Detroit Red Wings,1.0,Pittsburgh Penguins,5.0,Full Time,18654.0,2:19,Regular Season
2020-02-16,5:00 PM,Anaheim Ducks,5.0,Vancouver Canucks,1.0,Full Time,18871.0,2:29,Regular Season
2020-02-16,8:30 PM,Chicago Blackhawks,2.0,Winnipeg Jets,3.0,Full Time,15325.0,2:18,Regular Season
2020-02-17,4:00 PM,New York Islanders,1.0,Arizona Coyotes,2.0,Full Time,13956.0,2:21,Regular Season
2020-02-17,4:00 PM,Anaheim Ducks,4.0,Calgary Flames,6.0,Full Time,19116.0,2:30,Regular Season
2020-02-17,9:00 PM,Tampa Bay Lightning,4.0,Colorado Avalanche,3.0,Overtime,18107.0,2:42,Regular Season
2020-02-17,4:00 PM,Florida Panthers,5.0,San Jose Sharks,3.0,Full Time,16510.0,2:28,Regular Season
2020-02-17,6:00 PM,Washington Capitals,2.0,Vegas Golden Knights,3.0,Full Time,18399.0,2:51,Regular Season
2020-02-18,7:30 PM,Montreal Canadiens,3.0,Detroit Red Wings,4.0,Full Time,18947.0,2:29,Regular Season
2020-02-18,8:00 PM,Carolina Hurricanes,4.0,Nashville Predators,1.0,Full Time,17204.0,2:24,Regular Season
2020-02-18,7:30 PM,Buffalo Sabres,4.0,Ottawa Senators,7.0,Full Time,15040.0,2:31,Regular Season
2020-02-18,7:00 PM,Columbus Blue Jackets,1.0,Philadelphia Flyers,5.0,Full Time,18273.0,2:26,Regular Season
2020-02-18,7:00 PM,Toronto Maple Leafs,2.0,Pittsburgh Penguins,5.0,Full Time,18466.0,2:30,Regular Season
2020-02-18,8:00 PM,New Jersey Devils,0.0,St. Louis Blues,3.0,Full Time,18096.0,2:23,Regular Season
2020-02-18,8:00 PM,Los Angeles Kings,3.0,Winnipeg Jets,6.0,Full Time,15325.0,2:11,Regular Season
2020-02-19,10:00 PM,Florida Panthers,4.0,Anaheim Ducks,1.0,Full Time,15716.0,2:26,Regular Season
2020-02-19,8:00 PM,New York Rangers,6.0,Chicago Blackhawks,3.0,Full Time,21573.0,2:16,Regular Season
2020-02-19,10:00 PM,New York Islanders,1.0,Colorado Avalanche,3.0,Full Time,18011.0,2:29,Regular Season
2020-02-19,8:30 PM,Arizona Coyotes,2.0,Dallas Stars,3.0,Full Time,18227.0,2:31,Regular Season
2020-02-19,8:30 PM,Boston Bruins,2.0,Edmonton Oilers,1.0,Overtime,17804.0,2:27,Regular Season
2020-02-19,10:30 PM,Minnesota Wild,4.0,Vancouver Canucks,3.0,Shootout,18871.0,2:38,Regular Season
2020-02-20,7:00 PM,Philadelphia Flyers,4.0,Columbus Blue Jackets,3.0,Overtime,18365.0,2:39,Regular Season
2020-02-20,10:30 PM,Florida Panthers,4.0,Los Angeles Kings,5.0,Full Time,16911.0,2:36,Regular Season
2020-02-20,7:00 PM,San Jose Sharks,1.0,New Jersey Devils,2.0,Full Time,13941.0,2:27,Regular Season
2020-02-20,7:30 PM,Winnipeg Jets,5.0,Ottawa Senators,1.0,Full Time,11183.0,2:33,Regular Season
2020-02-20,8:00 PM,Arizona Coyotes,0.0,St. Louis Blues,1.0,Full Time,18096.0,2:23,Regular Season
2020-02-20,7:00 PM,Pittsburgh Penguins,0.0,Toronto Maple Leafs,4.0,Full Time,19386.0,2:25,Regular Season
2020-02-20,10:00 PM,Tampa Bay Lightning,3.0,Vegas Golden Knights,5.0,Full Time,18376.0,2:28,Regular Season
2020-02-20,7:00 PM,Montreal Canadiens,4.0,Washington Capitals,3.0,Overtime,18573.0,2:27,Regular Season
2020-02-21,10:00 PM,Colorado Avalanche,1.0,Anaheim Ducks,0.0,Full Time,16742.0,2:29,Regular Season
2020-02-21,7:00 PM,New York Rangers,5.0,Carolina Hurricanes,2.0,Full Time,18680.0,2:34,Regular Season
2020-02-21,9:00 PM,Boston Bruins,4.0,Calgary Flames,3.0,Full Time,19289.0,2:20,Regular Season
2020-02-21,8:30 PM,Nashville Predators,1.0,Chicago Blackhawks,2.0,Overtime,21878.0,2:27,Regular Season
2020-02-21,8:30 PM,St. Louis Blues,5.0,Dallas Stars,1.0,Full Time,18532.0,2:17,Regular Season
2020-02-21,9:00 PM,Minnesota Wild,5.0,Edmonton Oilers,3.0,Full Time,17055.0,2:25,Regular Season
2020-02-21,8:00 PM,Detroit Red Wings,1.0,New York Islanders,4.0,Full Time,13917.0,2:33,Regular Season
2020-02-22,8:00 PM,Tampa Bay Lightning,3.0,Arizona Coyotes,7.0,Full Time,14825.0,2:30,Regular Season
2020-02-22,10:30 PM,Colorado Avalanche,2.0,Los Angeles Kings,1.0,Shootout,18230.0,2:46,Regular Season
2020-02-22,1:00 PM,Washington Capitals,2.0,New Jersey Devils,3.0,Full Time,16514.0,2:33,Regular Season
2020-02-22,8:00 PM,Columbus Blue Jackets,3.0,Nashville Predators,4.0,Shootout,17549.0,2:39,Regular Season
2020-02-22,7:00 PM,San Jose Sharks,2.0,New York Rangers,3.0,Full Time,18006.0,2:23,Regular Season
2020-02-22,7:00 PM,Montreal Canadiens,3.0,Ottawa Senators,0.0,Full Time,18374.0,2:29,Regular Season
2020-02-22,1:00 PM,Winnipeg Jets,2.0,Philadelphia Flyers,4.0,Full Time,19870.0,2:25,Regular Season
2020-02-22,1:00 PM,Buffalo Sabres,5.0,Pittsburgh Penguins,2.0,Full Time,18620.0,2:25,Regular Season
2020-02-22,7:00 PM,Carolina Hurricanes,6.0,Toronto Maple Leafs,3.0,Full Time,19414.0,2:41,Regular Season
2020-02-22,10:00 PM,Boston Bruins,3.0,Vancouver Canucks,9.0,Full Time,18871.0,2:45,Regular Season
2020-02-22,10:00 PM,Florida Panthers,3.0,Vegas Golden Knights,5.0,Full Time,18480.0,2:34,Regular Season
2020-02-23,10:00 PM,Vegas Golden Knights,6.0,Anaheim Ducks,5.0,Overtime,15171.0,2:39,Regular Season
2020-02-23,3:00 PM,Winnipeg Jets,1.0,Buffalo Sabres,2.0,Full Time,17805.0,2:25,Regular Season
2020-02-23,3:00 PM,Chicago Blackhawks,1.0,Dallas Stars,2.0,Full Time,18532.0,2:22,Regular Season
