Date,Time,Away,AwayGoals,Home,HomeGoals,Result,Attendance,length,Type
2019-12-14,7:00 PM,Los Angeles Kings,4.0,Pittsburgh Penguins,5.0,Shootout,18581.0,2:47,Regular Season
2019-12-14,10:00 PM,Vancouver Canucks,2.0,San Jose Sharks,4.0,Full Time,16242.0,2:25,Regular Season
2019-12-14,8:00 PM,Chicago Blackhawks,3.0,St. Louis Blues,4.0,Full Time,18096.0,2:21,Regular Season
2019-12-14,7:00 PM,Washington Capitals,5.0,Tampa Bay Lightning,2.0,Full Time,19092.0,2:31,Regular Season
2019-12-15,7:00 PM,Minnesota Wild,3.0,Chicago Blackhawks,5.0,Full Time,21513.0,2:38,Regular Season
2019-12-15,7:00 PM,Los Angeles Kings,4.0,Detroit Red Wings,2.0,Full Time,18540.0,2:21,Regular Season
2019-12-15,8:00 PM,Vancouver Canucks,3.0,Vegas Golden Knights,6.0,Full Time,18066.0,2:46,Regular Season
2019-12-15,5:00 PM,Philadelphia Flyers,3.0,Winnipeg Jets,7.0,Full Time,15325.0,2:26,Regular Season
2019-12-16,7:00 PM,Washington Capitals,0.0,Columbus Blue Jackets,3.0,Full Time,16602.0,2:34,Regular Season
2019-12-16,8:30 PM,Edmonton Oilers,2.0,Dallas Stars,1.0,Full Time,18096.0,2:16,Regular Season
2019-12-16,7:00 PM,Ottawa Senators,1.0,Florida Panthers,6.0,Full Time,10448.0,2:31,Regular Season
2019-12-16,7:00 PM,Nashville Predators,5.0,New York Rangers,2.0,Full Time,17286.0,2:27,Regular Season
2019-12-16,8:00 PM,Colorado Avalanche,2.0,St. Louis Blues,5.0,Full Time,18096.0,2:24,Regular Season
2019-12-17,7:00 PM,Los Angeles Kings,4.0,Boston Bruins,3.0,Overtime,17850.0,2:43,Regular Season
2019-12-17,9:00 PM,Pittsburgh Penguins,4.0,Calgary Flames,1.0,Full Time,18412.0,2:22,Regular Season
2019-12-17,7:30 PM,Columbus Blue Jackets,5.0,Detroit Red Wings,3.0,Full Time,17639.0,2:26,Regular Season
2019-12-17,7:00 PM,Nashville Predators,8.0,New York Islanders,3.0,Full Time,12114.0,2:34,Regular Season
2019-12-17,7:00 PM,Anaheim Ducks,1.0,Philadelphia Flyers,4.0,Full Time,18449.0,2:27,Regular Season
2019-12-17,10:30 PM,Arizona Coyotes,3.0,San Jose Sharks,2.0,Full Time,16076.0,2:23,Regular Season
2019-12-17,7:00 PM,Ottawa Senators,3.0,Tampa Bay Lightning,4.0,Overtime,19092.0,2:31,Regular Season
2019-12-17,7:00 PM,Buffalo Sabres,3.0,Toronto Maple Leafs,5.0,Full Time,19365.0,2:20,Regular Season
2019-12-17,10:00 PM,Montreal Canadiens,3.0,Vancouver Canucks,1.0,Full Time,18788.0,2:29,Regular Season
2019-12-17,10:00 PM,Minnesota Wild,2.0,Vegas Golden Knights,3.0,Full Time,18220.0,2:29,Regular Season
2019-12-17,8:00 PM,Carolina Hurricanes,6.0,Winnipeg Jets,3.0,Full Time,15325.0,2:28,Regular Season
2019-12-18,8:00 PM,Colorado Avalanche,4.0,Chicago Blackhawks,1.0,Full Time,21481.0,2:29,Regular Season
2019-12-18,7:00 PM,Anaheim Ducks,1.0,New Jersey Devils,3.0,Full Time,13936.0,2:23,Regular Season
2019-12-18,8:30 PM,Edmonton Oilers,1.0,St. Louis Blues,2.0,Full Time,18096.0,2:27,Regular Season
2019-12-19,9:30 PM,Minnesota Wild,8.0,Arizona Coyotes,5.0,Full Time,15582.0,2:36,Regular Season
2019-12-19,7:00 PM,New York Islanders,3.0,Boston Bruins,2.0,Shootout,17850.0,2:37,Regular Season
2019-12-19,7:00 PM,Los Angeles Kings,2.0,Columbus Blue Jackets,3.0,Overtime,17117.0,2:34,Regular Season
2019-12-19,9:00 PM,Montreal Canadiens,4.0,Calgary Flames,3.0,Overtime,19172.0,2:41,Regular Season
2019-12-19,9:00 PM,Carolina Hurricanes,3.0,Colorado Avalanche,1.0,Full Time,18015.0,2:30,Regular Season
2019-12-19,7:30 PM,Nashville Predators,4.0,Ottawa Senators,5.0,Overtime,10407.0,2:40,Regular Season
2019-12-19,7:00 PM,Buffalo Sabres,1.0,Philadelphia Flyers,6.0,Full Time,18124.0,2:22,Regular Season
2019-12-19,7:00 PM,Dallas Stars,4.0,Tampa Bay Lightning,3.0,Overtime,19092.0,2:39,Regular Season
2019-12-19,10:00 PM,Vegas Golden Knights,4.0,Vancouver Canucks,5.0,Overtime,18871.0,2:36,Regular Season
2019-12-19,8:00 PM,Chicago Blackhawks,4.0,Winnipeg Jets,1.0,Full Time,15325.0,2:22,Regular Season
2019-12-20,9:00 PM,Pittsburgh Penguins,5.0,Edmonton Oilers,2.0,Full Time,18347.0,2:21,Regular Season
2019-12-20,7:00 PM,Dallas Stars,4.0,Florida Panthers,7.0,Full Time,14040.0,2:30,Regular Season
2019-12-20,7:00 PM,Washington Capitals,6.0,New Jersey Devils,3.0,Full Time,15021.0,2:29,Regular Season
2019-12-20,7:00 PM,Toronto Maple Leafs,6.0,New York Rangers,3.0,Full Time,16909.0,2:24,Regular Season
2019-12-21,7:00 PM,Nashville Predators,4.0,Boston Bruins,3.0,Overtime,17850.0,2:41,Regular Season
2019-12-21,1:00 PM,Los Angeles Kings,2.0,Buffalo Sabres,3.0,Full Time,17484.0,2:26,Regular Season
2019-12-21,7:00 PM,Florida Panthers,4.0,Carolina Hurricanes,2.0,Full Time,18224.0,2:30,Regular Season
2019-12-21,7:00 PM,New Jersey Devils,1.0,Columbus Blue Jackets,5.0,Full Time,17188.0,2:28,Regular Season
2019-12-21,9:00 PM,Chicago Blackhawks,5.0,Colorado Avalanche,3.0,Full Time,18056.0,2:28,Regular Season
2019-12-21,7:00 PM,Montreal Canadiens,3.0,Edmonton Oilers,4.0,Full Time,18347.0,2:27,Regular Season
2019-12-21,2:00 PM,Winnipeg Jets,6.0,Minnesota Wild,0.0,Full Time,17319.0,2:23,Regular Season
2019-12-21,1:00 PM,Anaheim Ducks,6.0,New York Islanders,5.0,Shootout,13917.0,2:44,Regular Season
2019-12-21,7:00 PM,Philadelphia Flyers,5.0,Ottawa Senators,4.0,Shootout,11203.0,2:39,Regular Season
2019-12-21,10:30 PM,St. Louis Blues,5.0,San Jose Sharks,2.0,Full Time,16065.0,2:23,Regular Season
2019-12-21,7:00 PM,Detroit Red Wings,1.0,Toronto Maple Leafs,4.0,Full Time,19080.0,2:24,Regular Season
2019-12-21,10:00 PM,Pittsburgh Penguins,1.0,Vancouver Canucks,4.0,Full Time,18285.0,2:29,Regular Season
2019-12-21,7:00 PM,Tampa Bay Lightning,1.0,Washington Capitals,3.0,Full Time,18573.0,2:33,Regular Season
2019-12-22,7:00 PM,Calgary Flames,5.0,Dallas Stars,1.0,Full Time,18532.0,2:32,Regular Season
2019-12-22,7:00 PM,Arizona Coyotes,5.0,Detroit Red Wings,2.0,Full Time,19515.0,2:24,Regular Season
2019-12-22,12:30 PM,Anaheim Ducks,1.0,New York Rangers,5.0,Full Time,17465.0,2:31,Regular Season
2019-12-22,10:00 PM,Vegas Golden Knights,3.0,San Jose Sharks,1.0,Full Time,17015.0,2:25,Regular Season
2019-12-23,7:00 PM,Washington Capitals,3.0,Boston Bruins,7.0,Full Time,17850.0,2:58,Regular Season
2019-12-23,8:30 PM,New Jersey Devils,7.0,Chicago Blackhawks,1.0,Full Time,21559.0,2:28,Regular Season
2019-12-23,10:00 PM,St. Louis Blues,4.0,Los Angeles Kings,1.0,Full Time,18230.0,2:23,Regular Season
2019-12-23,5:00 PM,Calgary Flames,0.0,Minnesota Wild,3.0,Full Time,17596.0,2:24,Regular Season
2019-12-23,8:00 PM,Arizona Coyotes,2.0,Nashville Predators,3.0,Full Time,17697.0,2:23,Regular Season
2019-12-23,7:00 PM,Columbus Blue Jackets,3.0,New York Islanders,2.0,Full Time,13917.0,2:24,Regular Season
2019-12-23,7:30 PM,Buffalo Sabres,1.0,Ottawa Senators,3.0,Full Time,11838.0,2:30,Regular Season
2019-12-23,7:00 PM,New York Rangers,1.0,Philadelphia Flyers,5.0,Full Time,19776.0,2:45,Regular Season
2019-12-23,7:00 PM,Florida Panthers,1.0,Tampa Bay Lightning,6.0,Full Time,19092.0,2:25,Regular Season
2019-12-23,2:00 PM,Carolina Hurricanes,6.0,Toronto Maple Leafs,8.0,Full Time,19176.0,2:29,Regular Season
2019-12-23,10:00 PM,Edmonton Oilers,2.0,Vancouver Canucks,4.0,Full Time,18851.0,2:22,Regular Season
2019-12-23,10:00 PM,Colorado Avalanche,7.0,Vegas Golden Knights,3.0,Full Time,18425.0,2:40,Regular Season
2019-12-23,8:00 PM,Montreal Canadiens,6.0,Winnipeg Jets,2.0,Full Time,15325.0,2:31,Regular Season
2019-12-27,10:00 PM,Vegas Golden Knights,3.0,Anaheim Ducks,4.0,Full Time,16601.0,2:21,Regular Season
2019-12-27,7:00 PM,Boston Bruins,3.0,Buffalo Sabres,0.0,Full Time,19070.0,2:22,Regular Season
2019-12-27,8:30 PM,New York Islanders,2.0,Chicago Blackhawks,5.0,Full Time,21747.0,2:29,Regular Season
2019-12-27,8:00 PM,Minnesota Wild,6.0,Colorado Avalanche,4.0,Full Time,18146.0,2:35,Regular Season
2019-12-27,9:00 PM,Calgary Flames,5.0,Edmonton Oilers,1.0,Full Time,18347.0,2:20,Regular Season
2019-12-27,7:00 PM,Toronto Maple Leafs,5.0,New Jersey Devils,4.0,Overtime,16514.0,2:36,Regular Season
2019-12-27,8:00 PM,Pittsburgh Penguins,5.0,Nashville Predators,2.0,Full Time,17849.0,2:31,Regular Season
2019-12-27,7:00 PM,Carolina Hurricanes,3.0,New York Rangers,5.0,Full Time,17498.0,2:34,Regular Season
2019-12-27,10:00 PM,Los Angeles Kings,3.0,San Jose Sharks,2.0,Overtime,16610.0,2:18,Regular Season
2019-12-27,8:00 PM,St. Louis Blues,5.0,Winnipeg Jets,4.0,Overtime,15325.0,2:28,Regular Season
2019-12-27,7:00 PM,Columbus Blue Jackets,1.0,Washington Capitals,2.0,Overtime,18573.0,2:32,Regular Season
2019-12-28,7:00 PM,Washington Capitals,4.0,Carolina Hurricanes,6.0,Full Time,18680.0,2:30,Regular Season
2019-12-28,7:00 PM,Colorado Avalanche,2.0,Dallas Stars,3.0,Shootout,18532.0,2:44,Regular Season
2019-12-28,7:00 PM,Detroit Red Wings,4.0,Florida Panthers,5.0,Full Time,17731.0,2:29,Regular Season
2019-12-28,7:00 PM,Nashville Predators,4.0,Pittsburgh Penguins,6.0,Full Time,18628.0,2:33,Regular Season
2019-12-28,10:30 PM,Philadelphia Flyers,1.0,San Jose Sharks,6.0,Full Time,16819.0,2:22,Regular Season
2019-12-28,7:00 PM,Montreal Canadiens,4.0,Tampa Bay Lightning,5.0,Full Time,19092.0,2:34,Regular Season
2019-12-28,7:00 PM,New York Rangers,5.0,Toronto Maple Leafs,4.0,Overtime,19492.0,2:36,Regular Season
2019-12-28,10:00 PM,Los Angeles Kings,2.0,Vancouver Canucks,3.0,Full Time,18837.0,2:20,Regular Season
2019-12-28,10:00 PM,Arizona Coyotes,1.0,Vegas Golden Knights,4.0,Full Time,18461.0,2:29,Regular Season
2019-12-29,8:30 PM,Philadelphia Flyers,2.0,Anaheim Ducks,1.0,Overtime,16238.0,2:36,Regular Season
2019-12-29,8:00 PM,Dallas Stars,4.0,Arizona Coyotes,2.0,Full Time,17125.0,2:44,Regular Season
2019-12-29,7:00 PM,Buffalo Sabres,2.0,Boston Bruins,3.0,Full Time,17850.0,2:33,Regular Season
2019-12-29,5:00 PM,Chicago Blackhawks,3.0,Columbus Blue Jackets,2.0,Shootout,18544.0,2:41,Regular Season
2019-12-29,9:30 PM,Vancouver Canucks,5.0,Calgary Flames,2.0,Full Time,19289.0,2:30,Regular Season
2019-12-29,7:00 PM,Montreal Canadiens,5.0,Florida Panthers,6.0,Full Time,19651.0,2:35,Regular Season
2019-12-29,6:00 PM,New York Islanders,3.0,Minnesota Wild,1.0,Full Time,17506.0,2:26,Regular Season
2019-12-29,5:00 PM,New Jersey Devils,4.0,Ottawa Senators,3.0,Overtime,14005.0,2:31,Regular Season
2019-12-29,3:00 PM,Winnipeg Jets,1.0,St. Louis Blues,4.0,Full Time,18096.0,2:27,Regular Season
2019-12-29,7:00 PM,Detroit Red Wings,1.0,Tampa Bay Lightning,2.0,Full Time,19092.0,2:20,Regular Season
2019-12-30,7:00 PM,Ottawa Senators,2.0,Pittsburgh Penguins,5.0,Full Time,18653.0,2:37,Regular Season
2019-12-31,9:00 PM,St. Louis Blues,1.0,Arizona Coyotes,3.0,Full Time,14618.0,2:21,Regular Season
2019-12-31,7:00 PM,Tampa Bay Lightning,6.0,Buffalo Sabres,4.0,Full Time,18465.0,2:29,Regular Season
2019-12-31,7:00 PM,Montreal Canadiens,1.0,Carolina Hurricanes,3.0,Full Time,18680.0,2:50,Regular Season
2019-12-31,7:00 PM,Florida Panthers,1.0,Columbus Blue Jackets,4.0,Full Time,18977.0,2:23,Regular Season
2019-12-31,9:00 PM,Chicago Blackhawks,5.0,Calgary Flames,3.0,Full Time,19289.0,2:46,Regular Season
2019-12-31,8:00 PM,Winnipeg Jets,7.0,Colorado Avalanche,4.0,Full Time,18147.0,2:37,Regular Season
2019-12-31,7:30 PM,San Jose Sharks,0.0,Detroit Red Wings,2.0,Full Time,19515.0,2:24,Regular Season
2019-12-31,9:00 PM,New York Rangers,5.0,Edmonton Oilers,7.0,Full Time,18347.0,2:37,Regular Season
2019-12-31,9:00 PM,Philadelphia Flyers,3.0,Los Angeles Kings,5.0,Full Time,17982.0,2:25,Regular Season
2019-12-31,6:00 PM,Toronto Maple Leafs,4.0,Minnesota Wild,1.0,Full Time,18164.0,2:29,Regular Season
2019-12-31,1:00 PM,Boston Bruins,2.0,New Jersey Devils,3.0,Shootout,16514.0,2:33,Regular Season
2019-12-31,3:00 PM,Anaheim Ducks,2.0,Vegas Golden Knights,5.0,Full Time,18320.0,2:28,Regular Season
2019-12-31,1:00 PM,New York Islanders,4.0,Washington Capitals,3.0,Full Time,18573.0,2:26,Regular Season
2020-01-01,2:00 PM,Nashville Predators,2.0,Dallas Stars,4.0,Full Time,85630.0,2:45,Regular Season
2020-01-02,9:00 PM,Anaheim Ducks,2.0,Arizona Coyotes,4.0,Full Time,14651.0,2:20,Regular Season
2020-01-02,7:00 PM,Columbus Blue Jackets,2.0,Boston Bruins,1.0,Overtime,17850.0,2:22,Regular Season
2020-01-02,7:00 PM,Edmonton Oilers,2.0,Buffalo Sabres,3.0,Overtime,19070.0,2:34,Regular Season
2020-01-02,9:00 PM,New York Rangers,3.0,Calgary Flames,4.0,Full Time,19038.0,2:21,Regular Season
2020-01-02,9:30 PM,St. Louis Blues,3.0,Colorado Avalanche,7.0,Full Time,18135.0,2:31,Regular Season
2020-01-02,7:00 PM,Tampa Bay Lightning,2.0,Montreal Canadiens,1.0,Full Time,20904.0,2:25,Regular Season
2020-01-02,7:00 PM,New Jersey Devils,2.0,New York Islanders,1.0,Full Time,13917.0,2:34,Regular Season
2020-01-02,7:30 PM,Florida Panthers,6.0,Ottawa Senators,3.0,Full Time,10991.0,2:28,Regular Season
2020-01-02,7:00 PM,San Jose Sharks,3.0,Pittsburgh Penguins,2.0,Overtime,18620.0,2:35,Regular Season
2020-01-02,10:00 PM,Chicago Blackhawks,5.0,Vancouver Canucks,7.0,Full Time,18871.0,2:29,Regular Season
2020-01-02,10:00 PM,Philadelphia Flyers,4.0,Vegas Golden Knights,5.0,Full Time,18415.0,2:38,Regular Season
2020-01-02,8:00 PM,Toronto Maple Leafs,6.0,Winnipeg Jets,3.0,Full Time,15325.0,2:21,Regular Season
2020-01-03,7:30 PM,Washington Capitals,4.0,Carolina Hurricanes,3.0,Full Time,18680.0,2:29,Regular Season
2020-01-03,8:30 PM,Detroit Red Wings,1.0,Dallas Stars,4.0,Full Time,18532.0,2:23,Regular Season
2020-01-04,8:00 PM,Philadelphia Flyers,2.0,Arizona Coyotes,6.0,Full Time,17125.0,2:32,Regular Season
2020-01-04,1:00 PM,Edmonton Oilers,4.0,Boston Bruins,1.0,Full Time,17850.0,2:24,Regular Season
2020-01-04,1:00 PM,Florida Panthers,2.0,Buffalo Sabres,3.0,Full Time,17731.0,2:21,Regular Season
2020-01-04,1:00 PM,San Jose Sharks,3.0,Columbus Blue Jackets,2.0,Full Time,18874.0,2:26,Regular Season
2020-01-04,10:30 PM,Nashville Predators,4.0,Los Angeles Kings,1.0,Full Time,18230.0,2:33,Regular Season
2020-01-04,2:00 PM,Winnipeg Jets,2.0,Minnesota Wild,3.0,Overtime,17271.0,2:35,Regular Season
2020-01-04,7:00 PM,Pittsburgh Penguins,3.0,Montreal Canadiens,2.0,Overtime,21302.0,2:34,Regular Season
2020-01-04,7:00 PM,Colorado Avalanche,5.0,New Jersey Devils,2.0,Full Time,16514.0,2:34,Regular Season
2020-01-04,7:00 PM,Tampa Bay Lightning,5.0,Ottawa Senators,3.0,Full Time,13914.0,2:27,Regular Season
2020-01-04,7:00 PM,New York Islanders,0.0,Toronto Maple Leafs,3.0,Full Time,19536.0,2:16,Regular Season
2020-01-04,10:00 PM,New York Rangers,1.0,Vancouver Canucks,2.0,Full Time,18871.0,2:29,Regular Season
2020-01-04,4:00 PM,St. Louis Blues,4.0,Vegas Golden Knights,5.0,Overtime,18334.0,2:42,Regular Season
2020-01-05,10:00 PM,Nashville Predators,4.0,Anaheim Ducks,5.0,Shootout,15858.0,2:52,Regular Season
2020-01-05,5:00 PM,Tampa Bay Lightning,3.0,Carolina Hurricanes,1.0,Full Time,18015.0,2:28,Regular Season
2020-01-05,7:30 PM,Detroit Red Wings,2.0,Chicago Blackhawks,4.0,Full Time,21493.0,2:16,Regular Season
2020-01-05,7:00 PM,Calgary Flames,5.0,Minnesota Wild,4.0,Shootout,17204.0,2:43,Regular Season
2020-01-05,5:00 PM,Florida Panthers,4.0,Pittsburgh Penguins,1.0,Full Time,18564.0,2:25,Regular Season
2020-01-05,12:30 PM,San Jose Sharks,4.0,Washington Capitals,5.0,Overtime,18573.0,2:34,Regular Season
2020-01-06,10:30 PM,Columbus Blue Jackets,4.0,Los Angeles Kings,2.0,Full Time,14964.0,2:15,Regular Season
2020-01-06,7:00 PM,Winnipeg Jets,3.0,Montreal Canadiens,2.0,Full Time,20882.0,2:29,Regular Season
2020-01-06,7:00 PM,Colorado Avalanche,0.0,New York Islanders,1.0,Full Time,13241.0,2:29,Regular Season
2020-01-06,7:00 PM,Edmonton Oilers,6.0,Toronto Maple Leafs,4.0,Full Time,19507.0,2:32,Regular Season
2020-01-07,10:00 PM,Columbus Blue Jackets,4.0,Anaheim Ducks,3.0,Full Time,16153.0,2:27,Regular Season
2020-01-07,7:00 PM,Philadelphia Flyers,4.0,Carolina Hurricanes,5.0,Overtime,15072.0,2:41,Regular Season
2020-01-07,8:30 PM,Calgary Flames,2.0,Chicago Blackhawks,1.0,Full Time,21274.0,2:21,Regular Season
2020-01-07,7:30 PM,Montreal Canadiens,3.0,Detroit Red Wings,4.0,Full Time,17538.0,2:28,Regular Season
2020-01-07,7:00 PM,Arizona Coyotes,5.0,Florida Panthers,2.0,Full Time,12120.0,2:36,Regular Season
2020-01-07,7:00 PM,New York Islanders,4.0,New Jersey Devils,3.0,Overtime,14518.0,2:28,Regular Season
2020-01-07,8:00 PM,Boston Bruins,6.0,Nashville Predators,2.0,Full Time,17623.0,2:40,Regular Season
2020-01-07,7:30 PM,Colorado Avalanche,3.0,New York Rangers,5.0,Full Time,17082.0,2:30,Regular Season
2020-01-07,8:00 PM,San Jose Sharks,2.0,St. Louis Blues,3.0,Full Time,18096.0,2:26,Regular Season
2020-01-07,7:00 PM,Vancouver Canucks,2.0,Tampa Bay Lightning,9.0,Full Time,19092.0,2:34,Regular Season
2020-01-07,10:00 PM,Pittsburgh Penguins,4.0,Vegas Golden Knights,3.0,Full Time,18298.0,2:30,Regular Season
2020-01-07,7:00 PM,Ottawa Senators,1.0,Washington Capitals,6.0,Full Time,18573.0,2:23,Regular Season
2020-01-08,10:00 PM,Dallas Stars,2.0,Los Angeles Kings,1.0,Full Time,17129.0,2:24,Regular Season
2020-01-08,7:30 PM,Washington Capitals,2.0,Philadelphia Flyers,3.0,Full Time,18595.0,2:23,Regular Season
2020-01-08,7:30 PM,Winnipeg Jets,4.0,Toronto Maple Leafs,3.0,Shootout,19397.0,2:31,Regular Season
2020-01-09,10:00 PM,Dallas Stars,3.0,Anaheim Ducks,0.0,Full Time,15419.0,2:28,Regular Season
2020-01-09,7:00 PM,Winnipeg Jets,4.0,Boston Bruins,5.0,Full Time,17850.0,2:31,Regular Season
2020-01-09,9:00 PM,Minnesota Wild,1.0,Calgary Flames,2.0,Full Time,18634.0,2:26,Regular Season
2020-01-09,8:30 PM,Nashville Predators,5.0,Chicago Blackhawks,2.0,Full Time,21440.0,2:22,Regular Season
2020-01-09,7:00 PM,Vancouver Canucks,2.0,Florida Panthers,5.0,Full Time,12648.0,2:29,Regular Season
2020-01-09,7:00 PM,Edmonton Oilers,4.0,Montreal Canadiens,2.0,Full Time,21302.0,2:31,Regular Season
2020-01-09,7:00 PM,New Jersey Devils,3.0,New York Rangers,6.0,Full Time,17007.0,2:31,Regular Season
2020-01-09,10:30 PM,Columbus Blue Jackets,1.0,San Jose Sharks,3.0,Full Time,17085.0,2:24,Regular Season
2020-01-09,8:00 PM,Buffalo Sabres,1.0,St. Louis Blues,5.0,Full Time,18096.0,2:24,Regular Season
2020-01-09,7:00 PM,Arizona Coyotes,0.0,Tampa Bay Lightning,4.0,Full Time,19092.0,2:26,Regular Season
2020-01-09,10:00 PM,Los Angeles Kings,5.0,Vegas Golden Knights,2.0,Full Time,18281.0,2:31,Regular Season
2020-01-10,7:30 PM,Arizona Coyotes,0.0,Carolina Hurricanes,3.0,Full Time,16476.0,2:20,Regular Season
2020-01-10,9:00 PM,Pittsburgh Penguins,4.0,Colorado Avalanche,3.0,Overtime,18132.0,2:32,Regular Season
2020-01-10,7:30 PM,Ottawa Senators,2.0,Detroit Red Wings,3.0,Shootout,18724.0,2:46,Regular Season
2020-01-11,1:00 PM,Vancouver Canucks,6.0,Buffalo Sabres,3.0,Full Time,18509.0,2:32,Regular Season
2020-01-11,7:00 PM,Los Angeles Kings,0.0,Carolina Hurricanes,2.0,Full Time,18680.0,2:27,Regular Season
2020-01-11,10:00 PM,Edmonton Oilers,3.0,Calgary Flames,4.0,Full Time,19289.0,2:24,Regular Season
2020-01-11,8:30 PM,Anaheim Ducks,2.0,Chicago Blackhawks,4.0,Full Time,21548.0,2:24,Regular Season
2020-01-11,7:00 PM,Boston Bruins,3.0,New York Islanders,2.0,Overtime,14962.0,2:28,Regular Season
2020-01-11,7:00 PM,Montreal Canadiens,2.0,Ottawa Senators,1.0,Overtime,18088.0,2:37,Regular Season
2020-01-11,7:00 PM,Tampa Bay Lightning,1.0,Philadelphia Flyers,0.0,Full Time,19866.0,2:23,Regular Season
2020-01-11,10:30 PM,Dallas Stars,1.0,San Jose Sharks,2.0,Full Time,17562.0,2:19,Regular Season
2020-01-11,8:00 PM,New York Rangers,2.0,St. Louis Blues,5.0,Full Time,18096.0,2:20,Regular Season
2020-01-11,10:00 PM,Columbus Blue Jackets,3.0,Vegas Golden Knights,0.0,Full Time,18400.0,2:16,Regular Season
2020-01-11,7:00 PM,New Jersey Devils,5.0,Washington Capitals,1.0,Full Time,18573.0,2:30,Regular Season
2020-01-12,6:00 PM,Pittsburgh Penguins,4.0,Arizona Coyotes,3.0,Shootout,13755.0,2:39,Regular Season
2020-01-12,5:00 PM,Buffalo Sabres,5.0,Detroit Red Wings,1.0,Full Time,18312.0,2:26,Regular Season
2020-01-12,7:00 PM,Toronto Maple Leafs,4.0,Florida Panthers,8.0,Full Time,15535.0,2:33,Regular Season
2020-01-12,4:00 PM,Vancouver Canucks,4.0,Minnesota Wild,1.0,Full Time,17348.0,2:25,Regular Season
2020-01-12,7:00 PM,Tampa Bay Lightning,1.0,New Jersey Devils,3.0,Full Time,14203.0,2:52,Regular Season
2020-01-12,2:00 PM,Nashville Predators,1.0,Winnipeg Jets,0.0,Full Time,15325.0,2:23,Regular Season
2020-01-13,7:00 PM,Calgary Flames,0.0,Montreal Canadiens,2.0,Full Time,20790.0,2:19,Regular Season
2020-01-13,7:00 PM,New York Islanders,2.0,New York Rangers,6.0,Full Time,17403.0,2:23,Regular Season
2020-01-13,7:00 PM,Boston Bruins,5.0,Philadelphia Flyers,6.0,Shootout,19246.0,2:49,Regular Season
2020-01-13,8:00 PM,Anaheim Ducks,1.0,St. Louis Blues,4.0,Full Time,18096.0,2:17,Regular Season
2020-01-13,7:00 PM,Carolina Hurricanes,0.0,Washington Capitals,2.0,Full Time,18573.0,2:31,Regular Season
2020-01-14,9:00 PM,San Jose Sharks,3.0,Arizona Coyotes,6.0,Full Time,14716.0,2:23,Regular Season
2020-01-14,7:00 PM,Vegas Golden Knights,2.0,Buffalo Sabres,4.0,Full Time,18257.0,2:25,Regular Season
2020-01-14,7:00 PM,Boston Bruins,0.0,Columbus Blue Jackets,3.0,Full Time,17349.0,2:23,Regular Season
2020-01-14,9:00 PM,Dallas Stars,3.0,Colorado Avalanche,2.0,Overtime,18015.0,2:37,Regular Season
2020-01-14,9:00 PM,Nashville Predators,2.0,Edmonton Oilers,4.0,Full Time,17029.0,2:31,Regular Season
2020-01-14,7:00 PM,Detroit Red Wings,2.0,New York Islanders,8.0,Full Time,12542.0,2:26,Regular Season
2020-01-14,7:30 PM,Chicago Blackhawks,3.0,Ottawa Senators,2.0,Overtime,12238.0,2:26,Regular Season
2020-01-14,7:00 PM,Minnesota Wild,3.0,Pittsburgh Penguins,7.0,Full Time,18545.0,2:26,Regular Season
2020-01-14,7:00 PM,Los Angeles Kings,3.0,Tampa Bay Lightning,4.0,Shootout,19092.0,2:48,Regular Season
2020-01-14,7:00 PM,New Jersey Devils,4.0,Toronto Maple Leafs,7.0,Full Time,19124.0,2:34,Regular Season
2020-01-14,8:00 PM,Vancouver Canucks,0.0,Winnipeg Jets,4.0,Full Time,15325.0,2:33,Regular Season
2020-01-15,7:30 PM,Chicago Blackhawks,4.0,Montreal Canadiens,1.0,Full Time,21302.0,2:31,Regular Season
2020-01-15,8:00 PM,Philadelphia Flyers,4.0,St. Louis Blues,3.0,Overtime,18096.0,2:38,Regular Season
2020-01-16,7:00 PM,Pittsburgh Penguins,1.0,Boston Bruins,4.0,Full Time,17850.0,2:37,Regular Season
2020-01-16,7:00 PM,Carolina Hurricanes,2.0,Columbus Blue Jackets,3.0,Full Time,17900.0,2:25,Regular Season
2020-01-16,9:00 PM,San Jose Sharks,0.0,Colorado Avalanche,4.0,Full Time,18014.0,2:26,Regular Season
2020-01-16,8:30 PM,Buffalo Sabres,4.0,Dallas Stars,1.0,Full Time,18532.0,2:26,Regular Season
2020-01-16,7:00 PM,Los Angeles Kings,3.0,Florida Panthers,4.0,Full Time,12575.0,2:22,Regular Season
2020-01-16,8:00 PM,Tampa Bay Lightning,2.0,Minnesota Wild,3.0,Full Time,17305.0,2:30,Regular Season
2020-01-16,8:00 PM,Anaheim Ducks,4.0,Nashville Predators,2.0,Full Time,17388.0,2:29,Regular Season
2020-01-16,7:00 PM,New York Rangers,3.0,New York Islanders,2.0,Full Time,13917.0,2:35,Regular Season
2020-01-16,7:30 PM,Vegas Golden Knights,4.0,Ottawa Senators,2.0,Full Time,12412.0,2:21,Regular Season
2020-01-16,7:00 PM,Montreal Canadiens,4.0,Philadelphia Flyers,1.0,Full Time,17377.0,2:29,Regular Season
2020-01-16,7:00 PM,Calgary Flames,2.0,Toronto Maple Leafs,1.0,Shootout,19462.0,2:31,Regular Season
